Reino,Filo,Classe,Ordem,Família,ID,Espécie,Autor,Nome Comum,Nome em Inglês,Natureza,Endemismo Mata Atlântica,Comportamento Migratório,Sensibilidade,Estado de SP (2018),Brasil (2018),IUCN (2021-1) ,CITES (2021) ,Localidade,Latitude,Longitude
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM01,Caluromys philander,"(Linnaeus, 1758)",cuíca,Bare-tailed Woolly Opussum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Nascentes do Ribeirão Colônia,-23.84108773,-46.71925358
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM01,Caluromys philander,"(Linnaeus, 1758)",cuíca,Bare-tailed Woolly Opussum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Jaceguava,-23.77937311,-46.77398676
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,,Didelphis sp.,"Linnaeus, 1758",gambá,Opossum,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Guabirobeira,-23.61683674,-46.43828583
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,,Didelphis sp.,"Linnaeus, 1758",gambá,Opossum,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Verde do São Lucas - Linhas Correntes,-23.58611838,-46.55498278
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM02,Didelphis albiventris,"Lund, 1840",gambá-de-orelha-branca,Guaiba Dwarf Mouse Opossum ,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Campo de Marte,-23.51175275,-46.62995165
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM02,Didelphis albiventris,"Lund, 1840",gambá-de-orelha-branca,Guaiba Dwarf Mouse Opossum ,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal do Carmo - Olavo Egydio Setubal,-23.57384163,-46.46432938
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM02,Didelphis albiventris,"Lund, 1840",gambá-de-orelha-branca,Guaiba Dwarf Mouse Opossum ,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Linear do Córrego do Bispo,-23.45153927,-46.65727371
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM02,Didelphis albiventris,"Lund, 1840",gambá-de-orelha-branca,Guaiba Dwarf Mouse Opossum ,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Reserva Particular do Patrimônio Natural Fazenda Mutinga,-23.50052234,-46.75351809
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Aclimação,-23.57461658,-46.62872824
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Alfredo Volpi,-23.58770441,-46.70255088
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Alto da Boa Vista,-23.64786159,-46.6902424
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Barragem do Guarapiranga,-23.67597714,-46.71441887
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Buenos Aires,-23.5455262,-46.6589885
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Burle Marx,-23.63227886,-46.72116091
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal CEMUCAM (Centro Municipal de Campismo),-23.60951164,-46.84707674
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Chácara do Jockey,-23.59963666,-46.74613253
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Cidade de Toronto,-23.50379184,-46.72679147
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Colina de São Francisco,-23.5584051,-46.75903631
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal da Ciência,-23.59456437,-46.40301053
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Linear das Águas,-23.51025159,-46.3715613
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal do Carmo - Olavo Egydio Setubal,-23.57384163,-46.46432938
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal do Cordeiro - Martin Luther King,-23.64033209,-46.67762875
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Ecológico Chico Mendes,-23.50716926,-46.42714284
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Ecológico Profª Lydia Natalízio Diogo - Vila Prudente,-23.58585943,-46.566375
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Guanhembu,-23.72994337,-46.6861696
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Guarapiranga,-23.67541484,-46.73249067
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Ibirapuera,-23.58672005,-46.65747789
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Independência,-23.5816763,-46.60985686
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Jacintho Alberto,-23.48056414,-46.72782025
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Jacques Cousteau,-23.6997834,-46.70920888
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Jardim da Luz,-23.53311201,-46.63487669
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Leopoldina - Orlando Villas-Bôas,-23.52098651,-46.73882583
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Linear Consciência Negra,-23.59349124,-46.39179858
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Linear do Córrego do Bispo,-23.45153927,-46.65727371
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Linear Nove de Julho,-23.72180902,-46.71476274
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Linear São José,-23.72934955,-46.71877493
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Luís Carlos Prestes,-23.58486456,-46.73073126
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal M'Boi Mirim,-23.70636877,-46.78338306
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Nabuco,-23.66273638,-46.65995445
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Nascentes do Ribeirão Colônia,-23.84108773,-46.71925358
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Previdência,-23.58095405,-46.72672188
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Santo Dias,-23.66283699,-46.77392008
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal São Domingos,-23.49963902,-46.77172762
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Severo Gomes,-23.63821607,-46.70439946
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Shangrilá,-23.76092321,-46.66385642
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Sítio Morrinhos,-23.50628273,-46.64774496
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Tenente Siqueira Campos - Trianon,-23.56258775,-46.6569692
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Vila do Rodeio,-23.57407678,-46.40361573
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Vila dos Remédios,-23.51380037,-46.7499533
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Bororé,-23.80322338,-46.65257876
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Cratera de Colônia,-23.87973443,-46.70631089
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Itaim,-23.80741882,-46.71898656
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Jaceguava,-23.77937311,-46.77398676
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Refúgio da Vida Silvestre Anhanguera,-23.41227431,-46.78993552
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Estadual Serra do Mar - Núcleo Curucutu,-23.98448891,-46.73835075
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Invernada do Barro Branco,-23.46832755,-46.61850269
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Clube Hípico de Santo Amaro,-23.64034715,-46.70768124
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Estação Evangelista de Souza,-23.9276895,-46.64772491
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Fazenda Capivari (Sabesp),-23.94569774,-46.68820596
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Fazenda Castanheiras,-23.80855528,-46.65218496
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Reserva Particular do Patrimônio Natural Fazenda Mutinga,-23.50052234,-46.75351809
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Reserva Particular do Patrimônio Natural Sítio Curucutu,-23.89224395,-46.61741006
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Riviera Paulista,-23.70052797,-46.74203984
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM03,Didelphis aurita,"(Wied-Neuwied, 1826)",gambá-de-orelha-preta,Big-eared Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Sítio Roda d'Água,-23.85421193,-46.76990913
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM04,Lutreolina crassicaudata,"(Desmarest, 1804)",cuíca-de-cauda-grossa,Little Water Opossum,NatAUT,NÃO,NA,NA,SP-NT,MMA-LC,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM05,Philander quica,"(Temminck, 1824)",cuíca-de-quatro-olhos,Southeastern Four-eyed Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Cratera de Colônia,-23.87973443,-46.70631089
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM05,Philander quica,"(Temminck, 1824)",cuíca-de-quatro-olhos,Southeastern Four-eyed Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM06,Marmosa demerarae,"(Thomas, 1905)",cuíca,Woolly Mouse Opossum,NatAUT,NÃO,NA,NA,NL,NL,IUCN-LC,NL,Refúgio da Vida Silvestre Anhanguera,-23.41227431,-46.78993552
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM06,Marmosa demerarae,"(Thomas, 1905)",cuíca,Woolly Mouse Opossum,NatAUT,NÃO,NA,NA,NL,NL,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM07,Monodelphis americana,"(Müller, 1776)",catita,Northern Three-striped Opossum,NatAUT,NÃO,NA,NA,SP-NT,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Cratera de Colônia,-23.87973443,-46.70631089
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM07,Monodelphis americana,"(Müller, 1776)",catita,Northern Three-striped Opossum,NatAUT,NÃO,NA,NA,SP-NT,MMA-LC,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM07,Monodelphis americana,"(Müller, 1776)",catita,Northern Three-striped Opossum,NatAUT,NÃO,NA,NA,SP-NT,MMA-LC,IUCN-LC,NL,Fazenda Castanheiras,-23.80855528,-46.65218496
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM08,Monodelphis iheringi,"(Thomas, 1888)",catita,Ihering's Short-tailed Opossum,NatAUT,EndMA,NA,NA,SP-VU,MMA-NT,IUCN-DD,NL,Parque Municipal CEMUCAM (Centro Municipal de Campismo),-23.60951164,-46.84707674
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM08,Monodelphis iheringi,"(Thomas, 1888)",catita,Ihering's Short-tailed Opossum,NatAUT,EndMA,NA,NA,SP-VU,MMA-NT,IUCN-DD,NL,Parque Municipal do Carmo - Olavo Egydio Setubal,-23.57384163,-46.46432938
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM09,Monodelphis dimidiata,"(Wagner, 1847)",catita,Southern Red-sided Opossum,NatAUT,NÃO,NA,NA,NL,NL,IUCN-LC,NL,Parque Municipal CEMUCAM (Centro Municipal de Campismo),-23.60951164,-46.84707674
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM09,Monodelphis dimidiata,"(Wagner, 1847)",catita,Southern Red-sided Opossum,NatAUT,NÃO,NA,NA,NL,NL,IUCN-LC,NL,Parque Municipal Jacintho Alberto,-23.48056414,-46.72782025
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM09,Monodelphis dimidiata,"(Wagner, 1847)",catita,Southern Red-sided Opossum,NatAUT,NÃO,NA,NA,NL,NL,IUCN-LC,NL,Fazenda Castanheiras,-23.80855528,-46.65218496
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM10,Gracilinanus agilis,"(Burmeister, 1854)",cuíca,Agile Gracile Opossum,NatAUT,NÃO,NA,NA,SP-NT,MMA-LC,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM10,Gracilinanus agilis,"(Burmeister, 1854)",cuíca,Agile Gracile Opossum,NatAUT,NÃO,NA,NA,SP-NT,MMA-LC,IUCN-LC,NL,Fazenda Capivari (Sabesp),-23.94569774,-46.68820596
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM11,Gracilinanus microtarsus,"(Wagner, 1842)",cuíca,Brazilian Gracile Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Refúgio da Vida Silvestre Anhanguera,-23.41227431,-46.78993552
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM11,Gracilinanus microtarsus,"(Wagner, 1842)",cuíca,Brazilian Gracile Opossum,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM12,Marmosops incanus,"(Lund, 1840)",cuíca,Gray Slender Opossum,NatAUT,NÃO,NA,NA,SP-NT,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Cratera de Colônia,-23.87973443,-46.70631089
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM12,Marmosops incanus,"(Lund, 1840)",cuíca,Gray Slender Opossum,NatAUT,NÃO,NA,NA,SP-NT,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Itaim,-23.80741882,-46.71898656
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM12,Marmosops incanus,"(Lund, 1840)",cuíca,Gray Slender Opossum,NatAUT,NÃO,NA,NA,SP-NT,MMA-LC,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM12,Marmosops incanus,"(Lund, 1840)",cuíca,Gray Slender Opossum,NatAUT,NÃO,NA,NA,SP-NT,MMA-LC,IUCN-LC,NL,Fazenda Castanheiras,-23.80855528,-46.65218496
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM13,Marmosops paulensis,"(Tate, 1931)",cuíca,Brazilian Slender Opossum,NatAUT,EndMA,NA,NA,SP-VU,MMA-VU,IUCN-LC,NL,Parque Natural Municipal Cratera de Colônia,-23.87973443,-46.70631089
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM13,Marmosops paulensis,"(Tate, 1931)",cuíca,Brazilian Slender Opossum,NatAUT,EndMA,NA,NA,SP-VU,MMA-VU,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM13,Marmosops paulensis,"(Tate, 1931)",cuíca,Brazilian Slender Opossum,NatAUT,EndMA,NA,NA,SP-VU,MMA-VU,IUCN-LC,NL,Fazenda Capivari (Sabesp),-23.94569774,-46.68820596
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,MM13,Marmosops paulensis,"(Tate, 1931)",cuíca,Brazilian Slender Opossum,NatAUT,EndMA,NA,NA,SP-VU,MMA-VU,IUCN-LC,NL,Fazenda Castanheiras,-23.80855528,-46.65218496
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,,Dasypus sp.,"Linnaeus, 1758",tatú,Armadillo,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Embu Mirim - Jararaú (Parque Planejado),-23.71235912,-46.78697536
