Reino,Filo,Classe,Ordem,Família,ID,Espécie,Autor,Nome Comum,Nome em Inglês,Natureza,Endemismo Mata Atlântica,Comportamento Migratório,Sensibilidade,Estado de SP (2018),Brasil (2018),IUCN (2021-1) ,CITES (2021) ,Localidade,Latitude,Longitude
Animalia,Chordata,Mammalia,Perissodactyla,Tapiriidae,MM105,Tapirus terrestris,"(Linnaeus, 1758)",anta,South American Tapir,NatAUT,NÃO,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Fazenda Capivari (Sabesp),-23.94569774,-46.68820596
Animalia,Chordata,Mammalia,Perissodactyla,Tapiriidae,MM105,Tapirus terrestris,"(Linnaeus, 1758)",anta,South American Tapir,NatAUT,NÃO,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Fazenda Castanheiras,-23.80855528,-46.65218496
Animalia,Chordata,Mammalia,Perissodactyla,Tapiriidae,MM105,Tapirus terrestris,"(Linnaeus, 1758)",anta,South American Tapir,NatAUT,NÃO,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Reserva Particular do Patrimônio Natural Sítio Curucutu,-23.89224395,-46.61741006
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,,Mazama sp.,"Rafinesque, 1817",veado,,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Guabirobeira,-23.61683674,-46.43828583
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal CEMUCAM (Centro Municipal de Campismo),-23.60951164,-46.84707674
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Embu Mirim - Jararaú (Parque Planejado),-23.71235912,-46.78697536
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Linear do Córrego do Bispo,-23.45153927,-46.65727371
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal Linear Ribeirão Caulim,-23.7955118,-46.73242125
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Bororé,-23.80322338,-46.65257876
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Cratera de Colônia,-23.87973443,-46.70631089
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Fazenda do Carmo,-23.58821482,-46.4628133
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Itaim,-23.80741882,-46.71898656
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Jaceguava,-23.77937311,-46.77398676
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Refúgio da Vida Silvestre Anhanguera,-23.41227431,-46.78993552
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Estadual Jequitibá (Fazenda Tizo),-23.60608963,-46.80484511
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Estadual Serra do Mar - Núcleo Curucutu,-23.98448891,-46.73835075
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Clube de Campo São Paulo,-23.73314425,-46.72182615
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Estação Evangelista de Souza,-23.9276895,-46.64772491
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Fazenda Capivari (Sabesp),-23.94569774,-46.68820596
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Fazenda Castanheiras,-23.80855528,-46.65218496
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Fazenda Santa Maria,-23.42934939,-46.60828047
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Sítio Margarida,-23.76589051,-46.73436375
Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,MM106,Mazama gouazoubira,"(Fischer, 1814)",veado-catingueiro,South American Brow Brocket,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Sítio Roda d'Água,-23.85421193,-46.76990913
Animalia,Chordata,Mammalia,Cetartiodactyla,Suidae,MM107,Sus scrofa,"(Linnaeus, 1758)",javali,Wild Boar,ExINV,NA,NA,NA,NL,NL,IUCN-LC,NL,,-23.936453,-46.642162
Animalia,Chordata,Mammalia,Cetartiodactyla,Tayassuidae,MM108,Dicotyles tajacu,"(Linnaeus, 1758)",porco-do-mato,Collared Peccary,NatAUT,NÃO,NA,NA,SP-NT,MMA-LC,IUCN-LC,CITES-II,Parque Estadual Serra do Mar - Núcleo Curucutu,-23.98448891,-46.73835075
Animalia,Chordata,Mammalia,Cetartiodactyla,Tayassuidae,MM108,Dicotyles tajacu,"(Linnaeus, 1758)",porco-do-mato,Collared Peccary,NatAUT,NÃO,NA,NA,SP-NT,MMA-LC,IUCN-LC,CITES-II,,,
